"","idnum","mothid2","cm2fint","m2a4","m2a4d","m2a10","m2a11","cm2age","cm2b_age","m2b15","m2b18a","m2b18b","m2b18c","m2b18d","m2b18e","m2b18f","m2b18g","m2b18h","m2b19","m2b19a","mx2b20b","m2b21","m2b21a","m2c1","m2c1a","m2c2a","m2c2b1","m2c2b2","m2c2e","m2c2f","m2c3a","m2c3b","m2c3c","m2c3d","m2c3e","m2c3f","m2c3g","m2c3h","m2c3i","m2c3j","mx2c2c","m2c4"
"2019","2019","20190",1,-6,-6,1,-6,23,17,0,201,202,202,202,201,202,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,201,202,202,201,202,201,201,201,201,-5,2
"2020","2020","20200",0,-6,-6,2,0,27,17,0,5,2,3,3,3,3,7,7,1,4,-5,2,-6,2,2,0,11,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2021","2021","20210",1,-6,-6,1,-6,27,16,0,201,201,202,202,201,201,201,202,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,201,201,202,202,201,201,201,201,201,201,-5,2
"2022","2022","20220",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2023","2023","20230",1,-6,-6,1,-6,23,19,0,7,2,7,3,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,0,3,0,7,2,0,5,7,4,-5,2
"2024","2024","20240",1,-6,-6,1,-6,22,12,0,7,7,3,7,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,-5,2
"2025","2025","20250",0,-6,-6,2,2,29,19,1,7,4,3,3,7,2,7,7,2,-6,-5,1,40,2,2,20,-6,-6,1,-2,3,-2,2,-2,2,2,2,2,2,0,-5,2
"2026","2026","20260",0,-6,-6,2,1,35,19,0,7,7,7,1,7,2,7,7,1,3,-5,1,8,2,2,25,-6,-6,2,-6,1,0,1,0,3,0,4,4,5,0,-5,2
"2027","2027","20270",1,-6,-6,1,-6,22,13,0,7,7,7,7,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,2,7,7,7,1,-5,2
"2028","2028","20280",1,-6,-6,1,-6,28,18,0,7,5,3,3,7,3,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,7,3,3,7,2,7,7,7,7,-5,2
"2029","2029","20290",1,-6,-6,2,0,28,16,0,201,201,202,201,202,201,201,201,2,-6,-5,2,-6,2,2,0,6,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2030","2030","20300",1,-6,-6,1,-6,31,11,0,7,7,7,7,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,6,7,4,4,5,1,7,5,7,2,-5,2
"2031","2031","20310",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2032","2032","20320",1,-6,-6,1,-6,26,14,3,7,5,6,4,7,2,7,3,2,-6,-5,1,25,1,-6,-6,-6,-6,-6,-6,7,7,5,-2,7,1,7,7,7,4,-5,2
"2033","2033","20330",0,-6,-6,1,-6,29,16,0,7,7,6,4,7,5,7,5,2,-6,-5,1,45,1,-6,-6,-6,-6,-6,-6,4,2,2,2,4,0,7,4,7,1,-5,2
"2034","2034","20340",1,-6,-6,2,1,21,11,0,4,4,3,3,7,6,7,7,2,-6,-5,1,5,2,2,25,-6,-6,1,75,5,4,4,4,4,5,5,5,5,6,-5,2
"2035","2035","20350",1,-6,-6,1,-6,42,13,0,7,7,7,7,7,1,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,1,7,3,7,1,7,7,7,7,-5,2
"2036","2036","20360",1,-6,-6,1,-6,29,11,0,7,7,5,5,7,7,7,7,2,-6,-5,1,24,1,-6,-6,-6,-6,-6,-6,7,2,5,5,7,7,7,7,7,0,-5,2
"2037","2037","20370",1,-6,-6,2,1,19,13,0,7,3,0,0,7,1,7,7,2,-6,-5,1,5,2,2,20,-6,-6,1,60,2,0,0,0,2,1,2,2,2,0,-5,2
"2038","2038","20380",0,-6,-6,2,0,27,19,3,7,7,7,7,7,7,7,7,1,4,-5,2,-6,2,2,2,-6,-6,2,-6,0,0,0,0,0,0,0,0,-2,0,-5,2
"2039","2039","20390",1,-6,-6,2,3,20,14,0,202,202,201,-5,-5,-5,-5,-5,2,-6,3,1,-5,2,2,1,-6,-6,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2040","2040","20400",0,-6,-6,2,2,21,11,0,7,7,7,7,0,2,7,7,2,-6,-5,2,-6,2,2,2,-6,-6,1,1,0,0,0,0,0,0,0,0,0,0,-5,2
"2041","2041","20410",1,-6,-6,2,1,25,18,0,7,7,3,3,0,2,7,-2,1,4,-5,2,-6,2,2,30,-6,-6,2,-6,7,7,2,2,0,1,7,7,7,7,-5,1
"2042","2042","20420",0,-6,-6,2,1,28,13,0,7,7,7,7,7,7,7,7,2,-6,-5,1,40,2,2,25,-6,-6,1,3,3,3,3,3,3,1,3,3,3,3,-5,2
"2043","2043","20430",1,-6,-6,1,-6,26,14,0,201,201,202,-5,-5,-5,-5,-5,1,4,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,202,-5,-5,1,2
"2044","2044","20440",0,-6,-6,2,5,27,13,0,203,201,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,0,1,1999,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2045","2045","20450",1,-6,-6,1,-6,21,11,0,7,7,2,2,7,5,7,7,2,-6,-5,1,25,1,-6,-6,-6,-6,-6,-6,6,3,2,4,7,4,7,7,7,3,-5,2
"2046","2046","20460",1,-6,-6,2,2,19,15,0,7,7,5,5,7,7,7,7,2,-6,-5,2,-6,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2047","2047","20470",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2048","2048","20480",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2049","2049","20490",0,-6,-6,1,-6,26,17,0,7,7,3,3,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,1,1,7,2,7,7,7,7,-5,2
"2050","2050","20500",0,-6,-6,2,5,23,24,0,7,7,7,7,7,1,7,7,1,4,-5,1,40,2,2,0,12,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2051","2051","20510",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2052","2052","20520",1,-6,-6,1,-6,20,12,0,7,4,4,3,7,2,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,2,0,0,1,3,3,3,3,3,2,-5,2
"2053","2053","20530",0,-6,-6,1,-6,28,12,0,7,7,2,0,4,5,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,2,0,1,4,7,7,7,2,-5,2
"2054","2054","20540",0,-6,-6,1,-6,21,13,0,7,3,5,7,7,4,7,7,2,-6,-5,1,36,1,-6,-6,-6,-6,-6,-6,7,0,2,3,5,1,7,7,7,0,-5,2
"2055","2055","20550",1,-6,-6,1,-6,20,14,2,4,2,0,0,5,3,7,7,1,1,-5,1,40,1,-6,-6,-6,-6,-6,-6,5,0,0,0,5,0,7,7,7,7,-5,1
"2056","2056","20560",0,-6,-6,1,-6,36,14,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"2057","2057","20570",0,-6,-6,2,1,19,16,0,7,5,1,0,7,7,7,7,1,4,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,0,2,0,3,2,3,3,5,3,-5,1
"2058","2058","20580",0,-6,-6,2,1,32,16,0,201,201,201,201,201,201,201,201,2,-6,-5,1,35,2,2,30,-6,-6,2,-6,202,202,202,202,202,202,204,202,201,202,-5,2
"2059","2059","20590",1,-6,-6,1,-6,21,13,0,201,203,203,-5,-5,-5,-5,-5,1,3,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,201,-5,-5,202,-5,-5,2,2
"2060","2060","20600",1,-6,-6,1,-6,20,11,0,7,7,7,7,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,2,7,7,3,7,7,7,7,-5,2
"2061","2061","20610",1,-6,-6,1,-6,27,19,0,5,7,5,5,7,5,7,7,2,-6,-5,1,20,1,-6,-6,-6,-6,-6,-6,7,5,5,5,7,5,7,7,7,7,-5,2
"2062","2062","20620",1,-6,-6,1,-6,29,18,0,7,7,5,7,7,5,7,7,2,-6,-5,1,5,1,-6,-6,-6,-6,-6,-6,7,7,5,5,7,4,7,7,7,7,-5,2
"2063","2063","20630",1,-6,-6,1,-6,39,17,0,7,7,3,3,7,4,7,7,1,4,-5,1,36,1,-6,-6,-6,-6,-6,-6,4,3,1,0,3,0,7,7,7,0,-5,2
"2064","2064","20640",1,-6,-6,2,2,20,13,0,201,201,202,-5,-5,-5,-5,-5,1,3,4,2,-6,2,2,10,-6,-6,-5,-5,-5,-5,204,-5,203,-5,-5,203,-5,-5,3,2
"2065","2065","20650",1,-6,-6,2,1,21,12,0,7,0,2,2,7,0,2,2,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,1,0,1,2,7,0,7,7,7,7,-5,2
"2066","2066","20660",1,-6,-6,1,-6,27,18,0,7,4,7,4,7,0,7,7,2,-6,-5,1,2,1,-6,-6,-6,-6,-6,-6,3,3,1,1,3,0,2,0,5,0,-5,2
"2067","2067","20670",0,-6,-6,2,1,21,18,0,5,5,7,7,7,4,7,7,2,-6,-5,1,8,2,2,30,-6,-6,1,14,5,5,7,7,5,5,0,7,7,5,-5,2
"2068","2068","20680",1,-6,-6,1,-6,20,16,0,201,202,201,201,201,202,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,201,201,201,201,202,201,201,201,201,-5,2
"2069","2069","20690",1,-6,-6,1,-6,24,22,0,7,7,4,4,7,3,7,7,1,4,-5,1,16,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,3,7,7,7,7,-5,2
"2070","2070","20700",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2071","2071","20710",1,-6,-6,1,-6,25,12,0,7,7,0,2,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,0,3,7,0,-5,2
"2072","2072","20720",1,-6,-6,1,-6,21,17,0,201,201,201,201,201,201,201,201,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,201,201,201,201,201,201,201,201,201,-5,2
"2073","2073","20730",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2074","2074","20740",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2075","2075","20750",1,-6,-6,2,2,19,13,0,7,3,3,2,7,2,7,6,2,-6,-5,1,10,2,2,30,-6,-6,1,-2,2,0,0,2,7,0,1,3,4,0,-5,1
"2076","2076","20760",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2077","2077","20770",0,-6,-6,2,0,22,19,0,7,3,1,3,7,0,7,7,2,-6,-5,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2078","2078","20780",0,-6,-6,2,4,39,14,0,7,4,3,3,7,3,7,7,2,-6,-5,2,-6,2,2,0,11,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2079","2079","20790",1,-6,-6,1,-6,23,13,0,7,7,2,0,4,0,7,7,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,5,0,0,2,4,0,4,4,7,0,-5,2
"2080","2080","20800",1,-6,-6,2,3,36,25,3,2,2,7,7,7,7,7,7,1,2,-5,1,40,2,2,6,-6,-6,2,-6,0,0,0,0,0,0,0,0,0,0,-5,2
"2081","2081","20810",1,-6,-6,1,-6,21,13,0,7,7,3,3,7,4,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,4,2,3,5,3,4,7,5,4,-5,2
"2082","2082","20820",1,-6,-6,1,-6,39,12,0,2,7,7,5,6,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,1,0,0,1,0,2,1,3,7,5,-5,2
"2083","2083","20830",1,-6,-6,1,-6,20,11,0,7,7,3,3,7,4,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,1,1,4,4,2,7,7,2,-5,2
"2084","2084","20840",1,-6,-6,2,1,20,12,1,7,5,7,7,7,4,7,7,2,-6,-5,1,25,2,2,25,-6,-6,2,-6,7,2,2,4,7,1,7,4,7,2,-5,1
"2085","2085","20850",1,-6,-6,1,-6,25,11,0,7,3,1,1,0,7,7,4,2,-6,-5,1,30,1,-6,-6,-6,-6,-6,-6,7,0,0,0,0,2,7,7,7,3,-5,2
"2086","2086","20860",1,-6,-6,1,-6,31,12,0,7,5,3,0,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,1,3,7,0,7,7,7,2,-5,2
"2087","2087","20870",1,-6,-6,1,-6,19,14,1,5,3,4,4,7,7,7,7,2,-6,-5,1,5,1,-6,-6,-6,-6,-6,-6,5,2,4,4,7,7,7,7,7,5,-5,2
"2088","2088","20880",0,3,12,2,2,21,13,0,202,202,203,-5,-5,-5,-5,-5,2,-6,4,1,-5,2,2,30,-6,-6,-5,-5,-5,-5,202,-5,201,-5,-5,204,-5,-5,1,2
"2089","2089","20890",1,-6,-6,1,-6,29,12,0,7,7,7,7,7,2,7,7,2,-6,-5,1,8,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,0,7,7,7,7,-5,2
"2090","2090","20900",1,-6,-6,1,-6,20,12,0,7,7,1,7,7,7,7,7,1,3,-5,1,45,1,-6,-6,-6,-6,-6,-6,3,0,0,7,7,7,7,7,7,7,-5,1
"2091","2091","20910",1,-6,-6,2,1,19,17,2,4,7,2,1,2,7,7,7,1,4,-5,1,40,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2092","2092","20920",0,-6,-6,2,3,34,12,0,1,2,1,2,2,1,2,7,2,-6,-5,2,-6,2,2,1,-6,-6,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2093","2093","20930",1,-6,-6,2,0,20,13,0,7,7,5,5,7,4,7,6,2,-6,-5,2,-6,2,2,0,1,2001,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2094","2094","20940",1,-6,-6,1,-6,19,14,0,4,7,2,2,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,3,1,1,1,4,3,7,3,7,0,-5,2
"2095","2095","20950",0,-6,-6,-6,-6,25,12,0,7,3,7,2,7,3,7,3,1,4,-5,2,-6,2,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2096","2096","20960",1,-6,-6,2,5,20,15,1,7,4,1,7,7,0,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,-5,2
"2097","2097","20970",1,-6,-6,2,1,36,16,0,3,7,5,3,7,3,7,7,1,4,-5,1,40,2,2,28,-6,-6,1,1,2,5,0,0,5,2,5,5,5,5,-5,-2
"2098","2098","20980",1,-6,-6,1,-6,37,12,0,7,5,2,0,3,0,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,0,4,0,7,0,7,7,7,7,-5,2
"2099","2099","20990",1,-6,-6,1,-6,23,13,0,7,7,1,6,0,3,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,3,3,0,0,1,2,7,7,7,7,-5,2
"2100","2100","21000",0,-6,-6,2,5,24,26,0,3,3,7,7,4,7,7,7,1,2,-5,1,45,2,2,0,11,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2101","2101","21010",1,-6,-6,1,-6,36,16,0,201,201,205,205,202,203,201,201,1,1,-5,2,-6,1,-6,-6,-6,-6,-6,-6,202,202,204,202,202,203,202,202,201,202,-5,1
"2102","2102","21020",1,-6,-6,1,-6,24,15,0,7,7,7,5,7,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,7,4,7,0,7,7,7,7,-5,2
"2103","2103","21030",1,-6,-6,1,-6,25,12,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,1,2
"2104","2104","21040",1,-6,-6,1,-6,32,12,0,4,7,4,2,5,1,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,2,2,0,0,2,1,3,2,7,4,-5,2
"2105","2105","21050",1,-6,-6,1,-6,41,17,0,2,2,3,1,2,2,7,5,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,1,1,0,0,0,1,2,1,7,1,-5,2
"2106","2106","21060",1,-6,-6,1,-6,21,12,0,202,201,201,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,202,-5,201,-5,-5,201,-5,-5,2,2
"2107","2107","21070",1,-6,-6,2,1,22,13,0,202,205,204,-5,-5,-5,-5,-5,2,-6,4,1,-5,1,-6,-6,-6,-6,-6,-6,-5,-5,204,-5,201,-5,-5,201,-5,-5,2,2
"2108","2108","21080",1,-6,-6,1,-6,24,16,0,202,201,202,202,202,203,201,201,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,201,201,202,201,202,202,202,201,201,201,-5,2
"2109","2109","21090",1,-6,-6,1,-6,23,12,0,201,201,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,1,-6,-6,-6,-6,-6,-6,-5,-5,203,-5,201,-5,-5,201,-5,-5,1,2
"2110","2110","21100",1,-6,-6,1,-6,28,12,0,7,4,5,5,7,1,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,4,4,7,1,7,3,7,3,-5,1
"2111","2111","21110",1,-6,-6,2,2,26,16,0,201,201,201,201,201,201,201,201,1,4,-5,1,40,2,2,20,-6,-6,2,-6,202,204,202,203,202,203,202,202,201,203,-5,2
"2112","2112","21120",1,-6,-6,2,2,19,12,1,201,201,202,-5,-5,-5,-5,-5,1,2,4,1,-5,2,2,1,-6,-6,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
"2113","2113","21130",1,-6,-6,1,-6,23,17,0,4,2,0,0,7,1,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,0,0,0,7,1,7,7,7,7,-5,2
"2114","2114","21140",1,-6,-6,2,1,25,12,4,7,1,2,2,7,3,7,5,1,4,-5,1,62,2,2,30,-6,-6,1,150,2,2,2,1,2,1,3,2,7,2,-5,1
"2115","2115","21150",0,-6,-6,2,5,28,11,0,3,2,3,2,4,1,7,7,2,-6,-5,2,-6,2,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2116","2116","21160",1,-6,-6,2,1,21,12,0,7,7,5,7,7,6,7,7,1,3,-5,2,-6,2,2,30,-6,-6,1,365,7,7,7,7,7,7,7,7,7,7,-5,2
"2117","2117","21170",1,-6,-6,1,-6,23,12,0,4,7,4,4,5,0,7,7,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,1,1,7,1,4,4,7,7,-5,2
"2118","2118","21180",0,-6,-6,2,5,20,18,0,6,7,5,3,7,1,7,7,2,-6,-5,1,40,2,2,2,-6,-6,1,3,0,0,0,0,0,0,0,0,0,0,-5,2
"2119","2119","21190",1,-6,-6,1,-6,22,15,0,3,7,5,7,7,2,7,7,2,-6,-5,1,6,1,-6,-6,-6,-6,-6,-6,2,2,2,2,2,2,2,2,7,2,-5,2
"2120","2120","21200",1,-6,-6,2,2,19,17,1,201,201,202,-5,-5,-5,-5,-5,2,-6,4,2,-6,2,2,15,-6,-6,-5,-5,-5,-5,-2,-5,201,-5,-5,201,-5,-5,-2,2
"2121","2121","21210",1,-6,-6,1,-6,24,17,0,6,6,4,4,7,3,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,5,5,6,5,5,3,7,7,7,7,-5,2
"2122","2122","21220",1,-6,-6,2,1,22,12,0,7,7,4,3,7,2,7,7,2,-6,-5,1,35,2,2,0,9,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2123","2123","21230",1,-6,-6,1,-6,29,13,0,7,7,7,7,7,2,7,4,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,4,4,7,2,7,7,7,3,-5,2
"2124","2124","21240",1,-6,-6,1,-6,20,16,0,201,201,201,201,201,201,201,202,1,2,-5,1,5,1,-6,-6,-6,-6,-6,-6,201,202,201,201,201,202,201,201,201,202,-5,1
"2125","2125","21250",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2126","2126","21260",1,-6,-6,1,-6,26,11,0,7,7,6,7,7,7,7,7,2,-6,-5,1,2,1,-6,-6,-6,-6,-6,-6,7,1,3,1,2,2,7,7,7,2,-5,2
"2127","2127","21270",1,-6,-6,1,-6,30,20,0,7,7,7,2,7,1,7,3,1,3,-5,1,8,1,-6,-6,-6,-6,-6,-6,2,0,0,0,3,1,5,5,7,3,-5,1
"2128","2128","21280",1,-6,-6,1,-6,23,12,2,5,5,7,0,3,2,7,7,1,4,-5,1,25,1,-6,-6,-6,-6,-6,-6,3,3,3,2,3,3,5,6,7,7,-5,1
"2129","2129","21290",1,-6,-6,1,-6,21,16,0,201,201,202,201,201,201,201,201,1,4,-5,2,-6,1,-6,-6,-6,-6,-6,-6,201,201,204,201,201,201,201,201,201,201,-5,2
"2130","2130","21300",1,-6,-6,2,4,22,28,0,4,7,7,0,7,3,7,7,2,-6,-5,2,-6,2,2,0,10,2001,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2131","2131","21310",1,-6,-6,2,2,41,16,0,201,202,202,203,201,203,201,201,2,-6,-5,2,-6,2,2,8,-6,-6,2,-6,202,204,204,204,202,204,202,202,202,204,-5,2
"2132","2132","21320",1,-6,-6,2,5,20,16,0,201,202,202,202,201,202,201,201,1,3,-5,1,40,2,2,0,9,2000,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2133","2133","21330",1,-6,-6,1,-6,40,11,0,7,7,5,7,7,0,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,5,3,6,7,0,7,7,7,1,-5,2
"2134","2134","21340",1,-6,-6,1,-6,23,19,1,7,7,2,7,3,3,7,7,2,-6,-5,1,36,1,-6,-6,-6,-6,-6,-6,3,3,0,3,7,3,7,7,7,2,-5,-2
"2135","2135","21350",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2136","2136","21360",0,-6,-6,2,1,19,16,0,201,201,201,205,201,201,201,201,2,-6,-5,1,20,2,2,30,-6,-6,1,10,202,204,202,204,202,202,202,202,201,202,-5,2
"2137","2137","21370",1,-6,-6,1,-6,39,12,0,7,7,5,5,7,7,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,7,6,6,6,7,6,7,7,7,7,-5,2
"2138","2138","21380",0,-6,-6,2,1,25,12,0,7,7,7,7,7,3,7,7,2,-6,-5,1,40,2,2,2,-6,-6,1,10,7,7,7,7,7,3,7,0,7,7,-5,2
"2139","2139","21390",1,-6,-6,2,5,20,19,0,7,7,2,3,5,7,7,7,1,4,-5,1,4,2,2,0,8,2000,1,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6
"2140","2140","21400",1,-6,-6,2,2,29,19,0,7,7,3,1,3,2,7,3,2,-6,-5,1,24,1,-6,-6,-6,-6,-6,-6,2,2,2,3,7,2,7,7,7,7,-5,1
"2141","2141","21410",1,-6,-6,1,-6,29,11,0,7,7,7,3,7,7,7,7,2,-6,-5,1,16,1,-6,-6,-6,-6,-6,-6,7,7,7,7,7,7,7,7,7,7,-5,2
"2142","2142","21420",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"2143","2143","21430",1,-6,-6,2,1,33,15,0,6,5,7,7,5,2,7,7,2,-6,-5,1,36,2,2,20,-6,-6,1,350,6,5,0,5,5,1,5,5,7,2,-5,2
"2144","2144","21440",1,-6,-6,1,-6,29,13,0,7,7,3,0,4,2,7,7,2,-6,-5,1,40,1,-6,-6,-6,-6,-6,-6,4,7,1,2,3,0,5,5,7,3,-5,2
"2145","2145","21450",1,-6,-6,1,-6,20,13,0,7,5,3,3,7,2,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,3,3,3,7,2,7,7,7,3,-5,2
"2146","2146","21460",1,-6,-6,1,-6,22,12,0,6,7,4,4,7,7,7,7,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,4,2,3,2,7,1,7,7,7,4,-5,2
"2147","2147","21470",0,-6,-6,1,-6,33,20,0,7,7,4,5,7,0,7,4,2,-6,-5,2,-6,1,-6,-6,-6,-6,-6,-6,7,7,3,3,7,0,4,7,7,7,-5,2
