"","idnum","mothid1","cm1fint","m1a4","m1a11a","m1a11b","m1a11c","m1a11d","cm1age","cm1bsex","m1b2","m1b3","m1b11a","m1b22a","m1b11b","m1b22b","m1b11c","m1b22c","m1b11d","m1b22d","m1b13b","m1b25b","m1b13c","m1b25c","m1b16","m1b17","m1g2","m1g3","m1g4","fathid1","f1b5a","f1b11a","f1b22a","f1b5b","f1b11b","f1b22b","f1b5c","f1b11c","f1b22c","f1b5d","f1b11d","f1b22d","f1b13b","f1b13c","f1b16","f1b17","f1g3","f1g4","f1g2"
"4215","4215","42150",1,1,-6,-6,-6,-6,27,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42151",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,5
"4216","4216","42160",0,2,1,1,2,2,20,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42161",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4217","4217","42170",1,2,1,1,2,2,24,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42171",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"4218","4218","42180",1,2,1,1,2,2,43,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"42181",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"4219","4219","42190",1,2,1,1,2,2,34,2,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42191",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,5
"4220","4220","42200",1,2,1,2,2,2,18,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42201",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,2,5,4,4
"4221","4221","42210",1,2,1,1,2,2,26,2,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"42211",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,1,5
"4222","4222","42220",1,1,-6,-6,-6,-6,20,2,1,-6,-6,1,-6,2,-6,2,-6,2,-6,3,-6,1,-6,-6,5,5,4,"42221",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,4,4
"4223","4223","42230",1,2,1,2,2,2,36,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,3,"42231",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"4224","4224","42240",1,1,-6,-6,-6,-6,27,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,-6,5,5,4,"42241",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,3
"4225","4225","42250",1,2,1,2,2,2,32,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42251",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,3,3
"4226","4226","42260",1,1,-6,-6,-6,-6,26,1,1,-6,-6,2,-6,2,-6,2,-6,1,-6,3,-6,2,-6,-6,5,5,4,"42261",-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,5,4,5
"4227","4227","42270",1,2,1,1,2,2,24,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42271",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,1,4,1
"4228","4228","42280",1,2,1,2,2,2,19,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42281",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4229","4229","42290",1,2,1,2,1,2,17,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"42291",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,2,5
"4230","4230","42300",0,2,1,2,1,2,18,1,2,2,2,-6,2,-6,2,-6,2,-6,3,-5,2,-5,2,2,5,5,4,"42301",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4231","4231","42310",0,2,1,2,1,2,19,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"42311",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4232","4232","42320",1,2,1,2,2,2,37,1,2,2,1,-6,2,-6,1,-6,1,-6,2,-6,2,-6,1,1,4,4,4,"42321",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,2,1,1,5,2,2
"4233","4233","42330",1,2,1,1,2,2,29,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"42331",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,2,1,1,5,4,4
"4234","4234","42340",1,2,1,2,2,2,28,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,4,"42341",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,2,3,4
"4235","4235","42350",1,1,-6,-6,-6,-6,41,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42351",-6,-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,4,4
"4236","4236","42360",0,2,1,2,1,2,24,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"42361",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4237","4237","42370",1,2,1,1,1,2,18,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42371",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,5
"4238","4238","42380",0,2,1,2,2,2,22,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,2,2,5,5,4,"42381",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4239","4239","42390",1,1,-6,-6,-6,-6,29,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42391",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4240","4240","42400",1,1,-6,-6,-6,-6,28,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42401",-6,-6,1,-6,-6,-3,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4241","4241","42410",1,2,1,1,2,2,34,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,1,"42411",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,2,1,1,1,5,2,3
"4242","4242","42420",1,2,1,1,2,1,33,2,2,2,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42421",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4243","4243","42430",1,2,-3,-3,-3,-3,30,2,2,-3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-3,-3,5,5,4,"42431",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,5
"4244","4244","42440",1,2,1,1,2,2,37,1,2,2,1,-6,1,-6,2,-6,1,-6,3,-6,2,-6,1,1,5,5,4,"42441",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,2,1,1,1,4,2,3
"4245","4245","42450",1,2,1,1,2,2,23,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"42451",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4246","4246","42460",1,2,1,2,2,2,22,1,2,1,2,-6,1,-6,1,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"42461",-6,2,-6,-6,1,-6,-6,1,-6,-6,2,-6,3,2,1,1,5,4,5
"4247","4247","42470",1,1,-6,-6,-6,-6,39,1,1,-6,-6,1,-6,2,-6,2,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"42471",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4248","4248","42480",0,2,1,2,1,2,18,1,2,1,1,-6,1,-6,1,-6,2,-6,3,-6,2,-6,1,1,5,5,4,"42481",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4249","4249","42490",1,1,-6,-6,-6,-6,30,2,1,-6,-6,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42491",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4250","4250","42500",1,1,-6,-6,-6,-6,30,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42501",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4251","4251","42510",1,2,1,1,1,2,26,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42511",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4252","4252","42520",1,1,-6,-6,-6,-6,27,2,1,-6,-6,2,-6,1,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"42521",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4253","4253","42530",1,2,1,2,1,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42531",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,2,3
"4254","4254","42540",1,2,1,1,2,2,27,2,2,2,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"42541",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,2
"4255","4255","42550",1,2,1,2,1,2,18,1,2,2,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"42551",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,3
"4256","4256","42560",0,2,1,2,2,2,19,2,2,2,2,-6,2,-6,2,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"42561",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4257","4257","42570",0,2,1,1,2,2,26,1,2,2,1,-6,1,-6,1,-6,1,-6,2,-6,2,-6,2,1,4,5,4,"42571",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4258","4258","42580",1,1,-6,-6,-6,-6,32,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42581",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"4259","4259","42590",1,2,1,1,2,2,20,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"42591",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,2
"4260","4260","42600",1,1,-6,-6,-6,-6,26,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42601",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4261","4261","42610",0,2,1,2,2,2,19,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,2,5,5,4,"42611",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4262","4262","42620",1,1,-6,-6,-6,-6,22,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42621",-6,-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,4,5
"4263","4263","42630",1,1,-6,-6,-6,-6,25,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42631",-6,-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,-6,-6,-6,5,4,2
"4264","4264","42640",1,2,1,2,2,2,22,1,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,3,"42641",1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,1,1,5,4,3
"4265","4265","42650",1,2,1,1,2,2,24,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42651",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4266","4266","42660",0,2,1,2,1,2,23,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"42661",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4267","4267","42670",0,2,1,2,2,2,33,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,2,5,5,2,"42671",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4268","4268","42680",1,2,1,2,2,1,20,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,2,1,5,5,3,"42681",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,1,4,3
"4269","4269","42690",0,2,1,1,2,2,20,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42691",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4270","4270","42700",1,2,1,2,2,2,27,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,5,5,3,"42701",1,-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,-6,-6,1,1,4,3,3
"4271","4271","42710",1,2,1,1,1,2,19,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42711",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,5
"4272","4272","42720",1,2,1,2,2,2,18,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42721",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,1,3,1
"4273","4273","42730",1,2,1,1,2,2,34,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42731",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4274","4274","42740",1,1,-6,-6,-6,-6,26,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42741",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,3,4
"4275","4275","42750",1,2,1,1,2,2,30,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42751",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4276","4276","42760",1,1,-6,-6,-6,-6,29,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42761",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4277","4277","42770",1,2,1,1,2,2,23,1,2,1,2,-6,1,-6,1,-6,1,-6,3,-6,2,-6,1,1,5,4,4,"42771",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,3,4,3
"4278","4278","42780",1,2,1,1,2,2,25,2,2,1,1,-6,2,-6,2,-6,1,-6,2,-5,2,-5,1,1,5,5,4,"42781",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,2,1,5,3,4
"4279","4279","42790",1,2,1,1,2,2,26,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42791",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,5
"4280","4280","42800",1,1,-6,-6,-6,-6,26,1,1,-6,-6,1,-6,2,-6,1,-6,1,-6,-5,-6,-5,-6,-6,5,5,4,"42801",-6,-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4281","4281","42810",1,1,-6,-6,-6,-6,21,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42811",-6,-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,5
"4282","4282","42820",1,2,1,1,1,2,24,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42821",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4283","4283","42830",1,2,1,1,2,2,25,2,2,2,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42831",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"4284","4284","42840",0,2,1,2,2,2,20,1,2,2,1,-6,1,-6,1,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"42841",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4285","4285","42850",1,2,1,2,2,2,22,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"42851",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,2,1,1,2,2,5
"4286","4286","42860",1,2,1,1,2,2,22,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42861",-6,2,-6,-6,1,-6,-6,1,-6,-6,2,-6,3,1,1,1,5,4,5
"4287","4287","42870",0,2,1,2,1,2,23,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,2,2,5,5,4,"42871",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4288","4288","42880",1,2,1,2,2,2,25,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"42881",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4289","4289","42890",1,2,1,2,1,2,27,1,2,2,1,-6,2,-6,1,-6,1,-6,3,-6,2,-6,2,1,5,5,4,"42891",-6,2,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,3,5
"4290","4290","42900",0,2,1,2,2,2,25,2,2,2,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42901",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4291","4291","42910",1,2,1,2,1,2,32,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,3,5,4,"42911",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,4,2
"4292","4292","42920",1,2,1,1,2,2,20,2,2,1,1,-6,1,-6,1,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"42921",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4293","4293","42930",0,2,1,2,1,2,17,1,2,2,1,-6,2,-6,2,-6,1,-6,3,-6,2,-6,2,2,5,5,4,"42931",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4294","4294","42940",1,2,2,2,1,2,24,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,1,1,5,2,3,"42941",-6,2,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,2,1,1,5,4,5
"4295","4295","42950",1,2,1,1,2,2,19,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42951",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,4
"4296","4296","42960",0,2,1,2,1,2,32,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-6,-5,2,2,5,5,4,"42961",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4297","4297","42970",1,1,-6,-6,-6,-6,22,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"42971",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,4
"4298","4298","42980",1,2,1,1,2,2,22,1,2,1,2,-6,2,-6,2,-6,2,-6,3,-6,2,-6,1,1,5,5,4,"42981",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,4,4
"4299","4299","42990",1,2,1,1,2,2,24,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"42991",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,2,1,1,4,4,4
"4300","4300","43000",1,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43001",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,2,3
"4301","4301","43010",1,2,1,1,1,2,18,1,2,1,1,-6,1,-6,2,-6,1,-6,3,-5,1,-5,1,1,5,5,4,"43011",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-3,-3,1,1,3,3,3
"4302","4302","43020",1,1,-6,-6,-6,-6,36,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,4,5,4,"43021",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,4,3,2
"4303","4303","43030",1,2,1,1,2,2,31,1,2,1,1,-6,2,-6,1,-6,1,-6,3,-5,2,-5,1,1,4,5,4,"43031",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,3
"4304","4304","43040",0,2,1,2,2,2,25,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"43041",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4305","4305","43050",0,2,1,2,1,2,22,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"43051",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4306","4306","43060",1,1,-6,-6,-6,-6,34,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43061",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"4307","4307","43070",0,2,1,2,2,2,37,1,2,1,2,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,2,5,5,3,"43071",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4308","4308","43080",1,2,1,1,2,2,19,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"43081",-6,1,-6,-6,1,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,2,4
"4309","4309","43090",1,2,1,1,1,2,24,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43091",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4310","4310","43100",0,2,1,2,1,2,32,2,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"43101",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4311","4311","43110",1,2,1,2,2,2,38,1,2,5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,2,5,5,4,"43111",1,-6,-6,2,-6,-6,2,-6,-6,2,-6,-6,-6,-6,1,2,5,4,2
"4312","4312","43120",1,2,1,2,2,2,17,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43121",-6,1,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"4313","4313","43130",1,2,1,1,2,2,19,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43131",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4314","4314","43140",1,1,-6,-6,-6,-6,33,1,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43141",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"4315","4315","43150",0,2,1,2,2,2,19,2,2,1,1,-6,1,-6,1,-6,2,-6,3,-6,1,-6,1,1,5,5,4,"43151",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4316","4316","43160",1,2,1,1,2,2,18,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43161",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,2,1,1,1,5,4,5
"4317","4317","43170",0,2,1,2,2,1,25,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,2,5,5,4,"43171",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"4318","4318","43180",1,2,1,1,2,2,26,2,2,1,1,-6,2,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43181",-6,2,-6,-6,2,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,3
"4319","4319","43190",1,1,-6,-6,-6,-6,25,2,1,-6,-6,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,-6,5,5,4,"43191",-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,-6,-6,-6,5,4,3
"4320","4320","43200",1,2,1,1,1,2,18,1,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43201",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,4,5
"4321","4321","43210",1,2,1,1,2,2,28,1,2,1,1,-6,2,-6,2,-6,1,-6,3,-6,1,-6,1,1,4,5,3,"43211",-6,1,-6,-6,2,-6,-6,2,-6,-6,1,-6,3,1,1,1,5,2,3
"4322","4322","43220",1,2,1,2,1,2,18,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,4,"43221",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,2
"4323","4323","43230",1,2,1,1,1,2,16,2,2,1,1,-6,1,-6,1,-6,1,-6,3,-6,1,-6,1,1,5,5,3,"43231",-6,1,-6,-6,1,-6,-6,1,-6,-6,1,-6,3,1,1,1,5,3,4
